user_id,course_id,module,action,timecreated,extra_json
8,1,quiz,submitted,1763532000,{}
8,1,page,viewed,1762394400,{}
8,1,course,submitted,1764464400,{}
8,1,assign,submitted,1764414000,{}
8,1,forum,attempted,1764622800,{}
8,1,quiz,commented,1763758800,{}
8,1,quiz,graded,1764147600,{}
8,1,page,viewed,1762992000,{}
8,3,forum,attempted,1765807200,{}
8,3,forum,commented,1765368000,{}
8,3,assign,graded,1765440000,{}
8,3,page,viewed,1766656800,{}
8,3,assign,graded,1766426400,{}
8,3,quiz,attempted,1765620000,{}
8,3,course,viewed,1766170800,{}
8,3,page,graded,1765692000,{}
8,3,page,submitted,1766505600,{}
8,3,forum,commented,1767783600,{}
8,3,quiz,commented,1765306800,{}
8,3,assign,commented,1766372400,{}
8,3,forum,graded,1766188800,{}
8,3,page,attempted,1766138400,{}
8,3,course,attempted,1766419200,{}
8,3,assign,attempted,1766912400,{}
8,3,course,graded,1765195200,{}
8,4,page,viewed,1764460800,{}
8,4,page,viewed,1764612000,{}
8,4,page,attempted,1764964800,{}
8,4,course,viewed,1766433600,{}
8,4,course,commented,1764478800,{}
8,4,assign,commented,1766084400,{}
8,4,quiz,graded,1764835200,{}
8,4,assign,commented,1765659600,{}
8,4,page,viewed,1764252000,{}
8,4,page,submitted,1765447200,{}
8,4,quiz,attempted,1765713600,{}
8,4,page,viewed,1764118800,{}
8,4,page,commented,1766509200,{}
8,4,assign,viewed,1764486000,{}
8,4,page,graded,1766631600,{}
8,4,assign,viewed,1764727200,{}
8,4,quiz,commented,1764316800,{}
8,5,page,commented,1759618800,{}
8,5,quiz,submitted,1760166000,{}
8,5,course,commented,1761012000,{}
8,5,assign,submitted,1759658400,{}
8,5,page,commented,1759759200,{}
8,5,assign,commented,1760310000,{}
8,5,forum,commented,1759791600,{}
9,1,assign,viewed,1764046800,{}
9,1,forum,attempted,1764572400,{}
9,1,quiz,viewed,1762891200,{}
9,1,assign,commented,1762905600,{}
9,1,course,commented,1764878400,{}
10,4,course,commented,1765767600,{}
10,4,page,attempted,1766908800,{}
10,4,assign,submitted,1764565200,{}
10,4,forum,submitted,1765504800,{}
10,4,assign,graded,1765987200,{}
10,4,forum,viewed,1764842400,{}
10,4,course,graded,1765292400,{}
10,4,forum,viewed,1766754000,{}
10,4,page,commented,1766257200,{}
10,4,quiz,attempted,1765465200,{}
10,4,quiz,viewed,1765483200,{}
10,4,page,commented,1766826000,{}
10,4,forum,attempted,1765270800,{}
10,5,page,graded,1760313600,{}
10,5,page,graded,1761206400,{}
10,5,course,viewed,1760767200,{}
10,5,course,viewed,1760968800,{}
10,5,course,commented,1760486400,{}
10,5,forum,viewed,1760853600,{}
10,5,forum,attempted,1760576400,{}
10,5,quiz,commented,1760961600,{}
10,5,page,attempted,1759341600,{}
10,5,assign,commented,1759845600,{}
11,3,page,commented,1766624400,{}
11,3,assign,attempted,1765663200,{}
11,3,quiz,graded,1766430000,{}
11,3,assign,viewed,1767916800,{}
11,3,course,viewed,1768089600,{}
11,3,quiz,attempted,1765638000,{}
11,3,forum,graded,1767952800,{}
11,3,forum,commented,1766505600,{}
11,4,assign,attempted,1765630800,{}
11,4,course,attempted,1765890000,{}
11,4,page,submitted,1765256400,{}
11,4,forum,submitted,1765191600,{}
11,4,course,submitted,1765267200,{}
11,4,forum,commented,1765512000,{}
11,4,quiz,attempted,1766437200,{}
11,4,assign,viewed,1764586800,{}
11,4,page,viewed,1764291600,{}
11,4,assign,viewed,1765911600,{}
11,4,forum,viewed,1765839600,{}
11,4,course,submitted,1765717200,{}
12,1,quiz,submitted,1763949600,{}
12,1,assign,graded,1762826400,{}
12,1,assign,commented,1762729200,{}
12,1,course,graded,1764252000,{}
12,1,course,attempted,1762336800,{}
12,1,course,commented,1764493200,{}
12,1,course,viewed,1764723600,{}
12,1,quiz,submitted,1762527600,{}
12,1,page,graded,1762329600,{}
12,1,page,viewed,1764676800,{}
12,1,page,viewed,1763445600,{}
12,1,course,submitted,1763517600,{}
12,1,page,graded,1764010800,{}
12,1,assign,submitted,1763928000,{}
12,1,assign,attempted,1762927200,{}
12,1,course,viewed,1763946000,{}
12,1,page,attempted,1763053200,{}
12,1,course,submitted,1763852400,{}
12,1,quiz,viewed,1763614800,{}
12,2,forum,viewed,1764126000,{}
12,2,assign,submitted,1763924400,{}
12,2,course,submitted,1764856800,{}
12,2,assign,submitted,1762520400,{}
12,2,assign,graded,1762740000,{}
12,2,assign,viewed,1763229600,{}
12,2,forum,graded,1763514000,{}
12,2,page,commented,1763776800,{}
12,2,assign,graded,1763910000,{}
12,2,quiz,commented,1762938000,{}
12,2,forum,graded,1762808400,{}
12,4,page,commented,1766228400,{}
12,4,page,attempted,1766516400,{}
12,4,quiz,attempted,1766062800,{}
12,4,page,commented,1764374400,{}
12,4,quiz,graded,1764630000,{}
12,4,course,commented,1766538000,{}
12,4,forum,graded,1764482400,{}
12,4,quiz,attempted,1765648800,{}
12,4,forum,graded,1766365200,{}
12,4,course,submitted,1765083600,{}
12,5,quiz,submitted,1759658400,{}
12,5,quiz,graded,1758711600,{}
12,5,course,viewed,1758898800,{}
12,5,course,graded,1759460400,{}
12,5,forum,graded,1759086000,{}
12,5,forum,viewed,1760961600,{}
12,5,forum,submitted,1759586400,{}
12,5,course,attempted,1759921200,{}
12,5,forum,viewed,1759287600,{}
12,5,page,commented,1760144400,{}
12,5,assign,submitted,1759417200,{}
12,5,page,viewed,1758657600,{}
12,5,course,viewed,1759255200,{}
12,5,forum,graded,1759744800,{}
12,5,assign,attempted,1760115600,{}
13,4,forum,viewed,1765278000,{}
13,4,quiz,submitted,1767056400,{}
13,4,course,attempted,1766790000,{}
13,4,course,graded,1767063600,{}
13,4,course,commented,1766228400,{}
14,1,quiz,graded,1764097200,{}
14,1,page,viewed,1762707600,{}
14,1,page,attempted,1763308800,{}
14,1,quiz,commented,1761933600,{}
14,1,course,graded,1763172000,{}
14,1,course,viewed,1764464400,{}
14,1,course,submitted,1762412400,{}
14,1,page,submitted,1762099200,{}
14,3,quiz,attempted,1765180800,{}
14,3,course,graded,1765065600,{}
14,3,course,viewed,1767409200,{}
14,3,course,graded,1767610800,{}
14,3,forum,commented,1765929600,{}
14,3,assign,submitted,1765756800,{}
14,3,course,submitted,1766592000,{}
14,3,forum,commented,1765864800,{}
14,3,course,attempted,1766764800,{}
14,3,forum,commented,1766394000,{}
14,4,page,submitted,1765137600,{}
14,4,quiz,viewed,1764612000,{}
14,4,assign,submitted,1765422000,{}
14,4,course,commented,1766318400,{}
14,4,course,submitted,1764518400,{}
14,4,assign,commented,1765663200,{}
14,4,assign,attempted,1764705600,{}
14,4,forum,graded,1766541600,{}
14,4,page,submitted,1766516400,{}
14,4,course,submitted,1766800800,{}
14,4,page,commented,1765054800,{}
14,4,forum,submitted,1766811600,{}
14,4,assign,viewed,1766527200,{}
14,4,assign,graded,1765148400,{}
14,4,course,submitted,1767067200,{}
14,4,course,submitted,1765630800,{}
14,4,assign,graded,1764460800,{}
14,4,forum,commented,1764464400,{}
14,4,course,attempted,1765389600,{}
14,4,page,submitted,1764622800,{}
15,2,page,attempted,1763596800,{}
15,2,page,graded,1763370000,{}
15,2,course,commented,1763463600,{}
15,2,assign,graded,1764536400,{}
15,2,assign,attempted,1763064000,{}
15,2,forum,commented,1763251200,{}
15,2,course,viewed,1763931600,{}
15,2,course,submitted,1764255600,{}
15,2,course,attempted,1762765200,{}
15,5,forum,viewed,1758952800,{}
15,5,forum,commented,1759057200,{}
15,5,course,submitted,1759420800,{}
15,5,quiz,commented,1760407200,{}
15,5,assign,graded,1758877200,{}
15,5,forum,graded,1760101200,{}
15,5,course,submitted,1760328000,{}
15,5,forum,commented,1759802400,{}
15,5,assign,submitted,1760360400,{}
15,5,course,submitted,1759280400,{}
15,5,page,submitted,1758808800,{}
15,5,page,commented,1760932800,{}
15,5,assign,graded,1759204800,{}
16,1,course,attempted,1762394400,{}
16,1,forum,viewed,1762891200,{}
16,1,page,viewed,1763208000,{}
16,1,forum,graded,1761973200,{}
16,1,forum,attempted,1764158400,{}
16,1,course,viewed,1762333200,{}
16,1,quiz,commented,1762747200,{}
16,2,forum,graded,1764590400,{}
16,2,quiz,graded,1764432000,{}
16,2,quiz,graded,1763773200,{}
16,2,forum,attempted,1764500400,{}
16,2,quiz,attempted,1763870400,{}
16,2,course,submitted,1764622800,{}
16,2,assign,graded,1763712000,{}
16,2,assign,attempted,1763859600,{}
16,2,page,graded,1764630000,{}
16,2,course,submitted,1763164800,{}
16,2,course,graded,1765112400,{}
16,2,forum,commented,1765054800,{}
16,2,assign,graded,1765213200,{}
16,2,quiz,graded,1765144800,{}
16,2,page,graded,1763665200,{}
16,2,course,attempted,1763362800,{}
16,2,quiz,attempted,1764025200,{}
16,2,page,attempted,1762869600,{}
16,2,quiz,viewed,1765195200,{}
16,2,assign,commented,1762617600,{}
16,3,forum,attempted,1766487600,{}
16,3,quiz,commented,1766905200,{}
16,3,quiz,viewed,1765857600,{}
16,3,assign,graded,1766286000,{}
16,3,course,viewed,1767384000,{}
16,3,course,commented,1766401200,{}
16,3,course,viewed,1766098800,{}
16,3,quiz,graded,1765778400,{}
16,3,forum,submitted,1767290400,{}
16,4,assign,submitted,1765969200,{}
16,4,course,graded,1765227600,{}
16,4,page,graded,1764648000,{}
16,4,page,commented,1764720000,{}
16,4,quiz,graded,1765087200,{}
16,4,assign,attempted,1765713600,{}
16,4,quiz,attempted,1765238400,{}
16,5,quiz,submitted,1760274000,{}
16,5,assign,graded,1759622400,{}
16,5,quiz,attempted,1759222800,{}
16,5,page,attempted,1761015600,{}
16,5,page,viewed,1758913200,{}
16,5,page,graded,1758841200,{}
16,5,quiz,commented,1759896000,{}
16,5,page,commented,1759435200,{}
16,5,page,viewed,1761076800,{}
17,2,course,submitted,1764892800,{}
17,2,assign,attempted,1763928000,{}
17,2,assign,attempted,1763676000,{}
17,2,quiz,viewed,1763787600,{}
17,2,assign,commented,1764370800,{}
18,1,page,viewed,1763323200,{}
18,1,quiz,viewed,1762232400,{}
18,1,course,graded,1762988400,{}
18,1,quiz,viewed,1763665200,{}
18,1,forum,attempted,1762398000,{}
18,3,forum,submitted,1767168000,{}
18,3,page,submitted,1766797200,{}
18,3,assign,graded,1765926000,{}
18,3,course,commented,1767006000,{}
18,3,assign,viewed,1766966400,{}
18,3,assign,attempted,1765418400,{}
19,2,assign,submitted,1763794800,{}
19,2,course,attempted,1762714800,{}
19,2,course,viewed,1763654400,{}
19,2,page,submitted,1763222400,{}
19,2,forum,graded,1764673200,{}
19,2,page,attempted,1764716400,{}
19,2,assign,viewed,1762707600,{}
19,2,assign,submitted,1762848000,{}
19,5,quiz,graded,1760234400,{}
19,5,forum,commented,1760709600,{}
19,5,quiz,commented,1759910400,{}
19,5,course,commented,1760000400,{}
19,5,assign,viewed,1760054400,{}
19,5,course,attempted,1759712400,{}
19,5,forum,graded,1759921200,{}
19,5,forum,commented,1759042800,{}
19,5,assign,commented,1759010400,{}
19,5,page,graded,1761386400,{}
19,5,quiz,attempted,1758902400,{}
20,1,forum,commented,1763506800,{}
20,1,assign,submitted,1763866800,{}
20,1,forum,graded,1763499600,{}
20,1,assign,graded,1763766000,{}
20,1,quiz,commented,1764712800,{}
20,1,page,commented,1762722000,{}
20,1,forum,submitted,1765123200,{}
20,1,forum,attempted,1764111600,{}
20,1,quiz,attempted,1763182800,{}
20,1,quiz,attempted,1765134000,{}
20,1,course,viewed,1764162000,{}
20,2,assign,submitted,1765011600,{}
20,2,course,commented,1762930800,{}
20,2,page,graded,1765177200,{}
20,2,assign,viewed,1764694800,{}
20,2,page,commented,1765033200,{}
20,3,quiz,viewed,1765148400,{}
20,3,course,commented,1765162800,{}
20,3,forum,viewed,1767106800,{}
20,3,quiz,viewed,1767517200,{}
20,3,page,submitted,1766944800,{}
20,3,forum,submitted,1766786400,{}
20,3,page,commented,1765540800,{}
20,4,assign,commented,1765108800,{}
20,4,assign,viewed,1766786400,{}
20,4,course,submitted,1766037600,{}
20,4,course,graded,1764583200,{}
20,4,forum,attempted,1766602800,{}
20,4,quiz,submitted,1766822400,{}
20,4,forum,commented,1766379600,{}
20,4,forum,commented,1765022400,{}
20,4,quiz,attempted,1765904400,{}
20,4,assign,viewed,1766962800,{}
20,4,page,viewed,1765738800,{}
20,4,assign,attempted,1766044800,{}
20,4,course,commented,1765270800,{}
20,4,forum,attempted,1765090800,{}
21,1,quiz,graded,1762164000,{}
21,1,quiz,viewed,1763254800,{}
21,1,quiz,viewed,1764489600,{}
21,1,assign,attempted,1763672400,{}
21,1,forum,graded,1764712800,{}
21,1,course,attempted,1763244000,{}
21,1,forum,commented,1764050400,{}
21,1,course,viewed,1764673200,{}
21,1,quiz,submitted,1763049600,{}
21,1,assign,submitted,1763006400,{}
21,1,quiz,viewed,1763690400,{}
21,1,course,attempted,1762797600,{}
21,1,course,graded,1764626400,{}
21,1,forum,attempted,1762358400,{}
21,1,forum,commented,1764651600,{}
21,2,course,viewed,1763341200,{}
21,2,forum,submitted,1762707600,{}
21,2,page,commented,1764334800,{}
21,2,course,viewed,1763370000,{}
21,2,forum,attempted,1762588800,{}
21,2,course,attempted,1764943200,{}
21,2,page,commented,1763866800,{}
21,2,page,commented,1764482400,{}
21,2,course,commented,1764050400,{}
21,4,quiz,graded,1766790000,{}
21,4,page,viewed,1764856800,{}
21,4,course,attempted,1764932400,{}
21,4,page,attempted,1764327600,{}
21,4,course,submitted,1765861200,{}
21,4,course,viewed,1766552400,{}
21,4,assign,graded,1764698400,{}
21,4,quiz,attempted,1764424800,{}
21,5,forum,commented,1759741200,{}
21,5,course,viewed,1760320800,{}
21,5,forum,submitted,1759150800,{}
21,5,quiz,submitted,1760324400,{}
21,5,quiz,graded,1760238000,{}
21,5,quiz,submitted,1761084000,{}
21,5,quiz,attempted,1760360400,{}
21,5,course,graded,1760342400,{}
21,5,forum,commented,1761415200,{}
21,5,assign,submitted,1759647600,{}
21,5,assign,graded,1761253200,{}
21,5,assign,viewed,1760997600,{}
22,1,course,submitted,1763989200,{}
22,1,page,viewed,1763938800,{}
22,1,course,graded,1762041600,{}
22,1,page,graded,1762743600,{}
22,1,course,graded,1764241200,{}
22,1,page,commented,1764388800,{}
22,1,page,commented,1762030800,{}
22,1,assign,commented,1762099200,{}
22,1,page,attempted,1762495200,{}
22,1,quiz,viewed,1762149600,{}
22,1,course,attempted,1763496000,{}
22,1,quiz,attempted,1764097200,{}
22,1,quiz,attempted,1762506000,{}
22,1,course,viewed,1763157600,{}
22,1,quiz,attempted,1763499600,{}
22,1,forum,attempted,1763244000,{}
22,3,page,submitted,1765746000,{}
22,3,quiz,graded,1765616400,{}
22,3,forum,graded,1765468800,{}
22,3,page,viewed,1766199600,{}
22,3,quiz,graded,1766941200,{}
22,3,forum,viewed,1767114000,{}
22,3,forum,graded,1765562400,{}
22,3,assign,commented,1767546000,{}
22,3,page,viewed,1766480400,{}
22,3,quiz,commented,1766484000,{}
22,3,assign,commented,1767060000,{}
22,3,course,graded,1765422000,{}
22,3,forum,graded,1767758400,{}
22,4,quiz,graded,1765270800,{}
22,4,assign,submitted,1764788400,{}
22,4,assign,attempted,1765789200,{}
22,4,assign,viewed,1765774800,{}
22,4,assign,attempted,1765774800,{}
22,4,forum,graded,1766426400,{}
22,4,assign,viewed,1764190800,{}
22,5,quiz,attempted,1759122000,{}
22,5,forum,submitted,1760335200,{}
22,5,course,attempted,1759392000,{}
22,5,forum,viewed,1759651200,{}
22,5,quiz,attempted,1759057200,{}
22,5,page,viewed,1759456800,{}
22,5,quiz,submitted,1760205600,{}
22,5,forum,graded,1758466800,{}
22,5,quiz,commented,1759341600,{}
22,5,forum,viewed,1761055200,{}
22,5,course,graded,1758902400,{}
22,5,forum,viewed,1760950800,{}
22,5,assign,graded,1758758400,{}
23,2,page,attempted,1764766800,{}
23,2,assign,commented,1762315200,{}
23,2,course,viewed,1764298800,{}
23,2,forum,attempted,1764770400,{}
23,2,forum,commented,1763780400,{}
